"VehYear","Area","StateAb","PremTotal","Affiliation","ExposTotal","SumInsAvg","AggClaim"
2010,"grp19","PR",25526.67,1,14.04,70241.87,3713
2009,"grp36","MG",4920.53,1,5.46,46574.62,2164
2007,"grp4","AM",957,1,1.14,32293.09,523
2011,"grp40","SP",9618.34,1,12.69,30135.62,549
2010,"grp40","SP",23883.85,1,17.64,64426.35,5280
2007,"grp20","SP",15599.19,1,8.07,33245.1,32726
2005,"grp9","RS",8370.67,1,16.12,15710.51,17173
2008,"grp36","MG",2067.95,1,2.84,29566.18,60
2010,"grp20","SP",12903.1,1,7.67,50043.73,1207
2005,"grp21","RJ",5974.49,1,3.77,24565.25,32121
2005,"grp19","PR",1895.11,1,2.03,30797.4,1841
2010,"grp8","CE",10269.82,1,8.14,37573.29,13546
2005,"grp23","RS",3104.06,1,3.98,19626.41,1463
2005,"grp23","RS",10198.34,1,18.05,18340.44,3641
2001,"grp8","CE",4837.63,1,6.55,15584.46,3613
2005,"grp24","MG",6474.67,1,8.93,20719.86,3558
2001,"grp19","PR",3968.14,1,5.32,11285.6,2315
2007,"grp7","DF",3844.87,1,6.58,22743.26,4341
2010,"grp7","DF",45436.81,1,54.54,28189.7,16925
2007,"grp26","PA",2773.25,1,1.99,28702.52,6950
2007,"grp30","SP",6427.66,1,7.17,33597.76,4436
2001,"grp9","RS",13622.64,1,18.86,18767.56,2821
2003,"grp20","SP",4392.57,1,4.64,20298.78,678
1997,"grp24","MG",4012.75,1,8.4,7626.91,60
1994,"grp20","SP",2444.45,1,2.84,9662.34,67
2001,"grp7","DF",2074.6,1,2.87,21076.55,36
2009,"grp21","RJ",12901.42,1,11.76,28687.26,11093
2010,"grp39","MG",1976.52,1,1.51,33257.22,521
2010,"grp18","MS",6928.54,1,0.49,342172.85,557
2007,"grp20","SP",511701.85,1,387.79,48214,166604
2007,"grp23","RS",360.04,1,0.38,47187.99,79
2004,"grp9","PR",2022.86,1,3.02,18150.47,748
2005,"grp7","DF",2901.16,1,3.6,26276.81,498
2010,"grp40","SP",9787.78,1,5.33,65418.42,6626
2007,"grp27","PB",3948.27,1,4.1,40215.36,1406
2005,"grp40","SP",4982.56,1,5.2,27059.45,103
2009,"grp29","PI",2135.03,1,2.39,21353.56,93
2006,"grp31","RN",3110.71,1,3.53,33304.83,31
2011,"grp40","SP",3072.7,1,2.7,31914.09,549
2002,"grp6","SC",5567.93,1,5.9,17254.72,6198
2010,"grp8","CE",11959.46,1,6.53,63061.57,2161
2008,"grp28","PE",11441.31,1,13.88,28868.86,26001
2008,"grp30","SP",11691.69,1,12.95,34479.99,6368
2002,"grp21","RJ",30500.04,1,19.19,20558.33,19930
2007,"grp20","SP",5089.95,1,1.07,128614.44,128
2010,"grp6","SC",1486.57,0,1.51,22352.66,1585
1996,"grp25","SC",1212.52,0,0.44,64348.99,3415
2007,"grp16","MA",1508.32,1,2,24611.19,67
2003,"grp18","MS",6473.99,1,12.1,15697.42,11991
2004,"grp30","SP",28486.17,1,41.07,18897.1,26504
2005,"grp20","SP",5886.17,1,4.83,22594.65,4555
2000,"grp23","RS",4333.66,1,6.48,10688.27,1717
1996,"grp40","SP",726.37,1,1.16,10434.01,11398
2011,"grp6","SC",508.88,1,0.38,52510.86,554
2007,"grp23","RS",55.41,1,0.06,23952.7,6614
1999,"grp30","SP",113754.41,1,162.1,14480.59,11679
2006,"grp40","SP",4192.2,1,4.75,42134.15,201
2007,"grp21","RJ",20957.62,1,16.33,46051.28,86
2008,"grp13","SP",359.45,0,0.5,23894,14649
2001,"grp12","GO",1343.32,1,2.24,15938.51,1128
2008,"grp13","SP",2298.15,1,2.44,26364.23,36
2003,"grp30","SP",890.03,0,1.63,14477.52,2940
2003,"grp36","MG",2242.54,1,4.89,14452.18,208
2008,"grp22","SC",2776.82,1,4.68,22649.99,2641
2010,"grp22","SC",7844.51,1,4.71,46811.35,16252
2009,"grp7","DF",6745.74,1,9.06,28202.78,2537
2009,"grp28","PE",29999.68,1,17,57648.23,7446
2006,"grp7","DF",6224.42,1,7.7,27720.24,1030
2010,"grp34","SE",2177.76,1,2.03,52437.24,2249
2002,"grp40","SP",887.63,1,1.3,14794.33,37
2008,"grp40","SP",212.91,1,0.4,35222.99,67
2004,"grp23","RS",5017.35,1,5.18,25271.04,5577
1996,"grp20","SP",4362.25,1,5.35,10966.42,72
2010,"grp9","RS",14325.35,1,22.75,29602.88,45320
2008,"grp27","PB",21366.26,1,26.9,24444.4,14690
2008,"grp27","PB",3638.01,1,1.75,49094.25,3365
2006,"grp5","BA",1915.12,1,2.52,21802.09,565
2009,"grp20","SP",149436.9,1,137.14,30271.72,68689
2004,"grp10","ES",3692.24,1,4.95,19867.68,67
2009,"grp24","MG",1381,1,1,207121.99,2695
2009,"grp30","SP",6894.14,1,4.25,54794.5,86
2002,"grp23","RS",533.07,1,0.83,18693.96,20475
2002,"grp38","MG",2260.56,1,0.97,23402.61,1
2001,"grp20","SP",981.83,1,0.5,39491.3,116
2008,"grp25","SC",881.89,1,0.73,23101.97,1
2001,"grp20","SP",1100.82,1,1.51,17763.94,67
2005,"grp6","SC",597.19,1,0.84,29433.27,1401
2011,"grp10","ES",9965.61,1,4.65,86335.07,9235
2001,"grp20","SP",12993.27,1,12.13,19918.99,231
2000,"grp20","SP",844.59,1,1,9565.99,67
2005,"grp23","RS",897.73,1,0.58,29707.83,72
2006,"grp12","GO",3666.35,1,1.51,58889.29,396
2007,"grp6","SC",389.11,1,0.5,36047.99,5164
2009,"grp21","RJ",14524.85,1,14.54,20841.83,3950
2004,"grp18","MS",2798.17,1,4.25,17373.72,2204
2010,"grp37","TO",1980.57,1,1.85,28472.8,91
2010,"grp12","GO",39568.86,1,37.56,29075.84,4486
2009,"grp40","SP",388.1,1,1,5194,115
2009,"grp23","RS",6135.59,1,5.03,29494,9048
2001,"grp20","SP",389.91,0,0.38,11403,146
1999,"grp20","SP",1062.86,0,0.44,47309.99,140
2007,"grp13","SP",5017.28,1,6.35,27728.06,5409
2010,"grp13","SP",64607.89,1,102.01,9427.97,35613
2010,"grp12","GO",20439.93,1,19.55,36708.31,9395
2011,"grp19","PR",10120.54,1,10.86,45497.16,1111
2010,"grp21","RJ",585.64,1,0.44,20713.99,8808
2010,"grp7","DF",1215.52,1,0.79,43984.29,49377
2009,"grp7","DF",9577.52,1,13.39,29679,1987
2010,"grp19","PR",19738.95,1,26.1,30410.15,34356
2007,"grp20","SP",12855.64,1,10.33,23387.24,24789
2006,"grp13","SP",2364.41,1,1.95,30569.7,6043
2001,"grp20","SP",31213.59,1,42.77,15728.6,1181
1999,"grp40","SP",11014.28,1,19.02,11951.96,3468
2006,"grp21","RJ",3396.16,1,1.49,23302.44,822
2001,"grp20","SP",760.91,1,1.08,12016.08,140
2008,"grp23","RS",34169.44,1,38.32,35540.42,42956
2009,"grp40","SP",34356.53,1,35.4,38038.79,444
2009,"grp20","SP",8104.48,1,2.04,125545.84,9200
2006,"grp21","RJ",10810.52,1,11.15,25002.57,4783
2011,"grp16","MA",17301,1,18.49,30068.9,13053
2010,"grp21","RJ",405.13,0,0.5,28628.48,6365
2007,"grp27","PB",441.54,1,0.36,36182.99,1808
2003,"grp24","MG",879.65,1,0.9,26376.7,25138
2002,"grp22","SC",1351.93,1,2.42,13130.81,2689
2006,"grp20","SP",28218.7,1,27.94,25947.31,30971
1991,"grp20","SP",1187.56,1,1.01,7574.65,409
2009,"grp13","SP",144.26,1,0.36,5281,416
2001,"grp9","RS",15597.32,1,22.48,19995.77,1805
2007,"grp12","GO",4638.06,1,4.1,41208.4,3703
2006,"grp13","SP",1804.93,1,2.3,21872.81,191
2005,"grp8","CE",2393.92,1,3.81,23619.46,67
2008,"grp37","TO",471.03,1,0.5,26377.02,832
2007,"grp20","SP",18853.86,1,10.44,28630.07,2184
2010,"grp20","SP",2847.97,1,0.65,70209.75,70899
2004,"grp24","MG",44054.05,1,61.55,22109.05,19509
2005,"grp30","SP",797.35,1,0.46,22267.56,1499
2008,"grp5","BA",2188.89,1,1.51,62685,240
2008,"grp5","BA",122413,1,138.22,25543.02,1410
2010,"grp9","PR",1695.25,1,2.69,25903.56,22541
2008,"grp24","MG",3686.01,1,2.35,44630.3,36
2004,"grp28","PE",265.68,1,0.23,25286.99,2968
2005,"grp8","CE",3504.76,1,4.45,24635.14,519
2009,"grp17","MT",3279.37,1,2.51,32952.34,2210
2007,"grp23","RS",22286.75,1,24.23,32693.21,6359
2006,"grp5","BA",9607.74,1,9.88,27162.15,1169
2005,"grp19","PR",859,1,0.02,19475.99,20321
2001,"grp23","RS",886.39,1,0.74,18076.05,836
2006,"grp9","PR",1918.35,1,1.88,42660.43,17702
2010,"grp15","SP",100.42,0,0.16,26583.99,2726
2006,"grp28","PE",2906.74,1,3.18,29543.04,103
2007,"grp33","RR",2192.88,1,1.35,22146.17,353
2007,"grp5","BA",40426.86,1,10.11,111417.84,1330
2009,"grp13","SP",2483.69,1,2.74,28417.45,1716
2010,"grp21","RJ",112981.49,1,60.55,69177.78,81633
2000,"grp38","MG",479.62,0,0.25,44583.25,15936
2009,"grp30","SP",77460.04,1,44.97,59845.69,29632
2001,"grp20","SP",3284.11,1,3.35,19705.06,176
2006,"grp22","SC",773.84,1,1.01,34196,134
2011,"grp24","MG",17160.04,1,19,28441.04,3265
2000,"grp24","MG",3470.86,1,4.24,16217.52,108
2007,"grp22","SC",1591.8,1,1.53,40258.24,557
2002,"grp28","PE",642.07,1,0.49,27399.74,8171
1999,"grp20","SP",4952.44,1,3.2,20918.81,20157
2002,"grp12","GO",2125.76,1,1.46,46526.58,15991
2007,"grp19","PR",15322.42,1,3.21,172128.36,14510
2000,"grp2","AL",908.94,1,2.11,12507.26,36
1995,"grp20","SP",1648.94,1,2.01,8852.66,201
2007,"grp19","PR",2668.94,1,4.8,17910.13,6198
2005,"grp40","SP",3365.52,1,3.01,26266.83,67
2004,"grp22","SC",402.08,1,0.56,17365.02,5423
2009,"grp6","SC",1081.69,1,1.51,21046.18,868
2006,"grp5","BA",15038.73,1,18.4,23025.79,2502
2010,"grp40","SP",30677.61,1,38.44,25731.85,40122
2002,"grp9","PR",11062.19,1,9.09,24686.23,23963
2005,"grp10","ES",400.78,1,0.3,36411.99,443
2006,"grp18","MS",1489.03,1,2.52,20658.96,170
1997,"grp38","MG",1444.06,1,3.25,11036.36,2360
2000,"grp25","SC",7750.49,1,15.07,11924.58,5476
2008,"grp21","RJ",3336.47,1,2.77,19175.28,63894
2005,"grp11","PR",1279.24,1,2.55,16976.4,3987
2002,"grp21","RJ",8972.83,1,7.72,20186.5,134
2005,"grp14","RJ",1408.46,1,1.44,23739.96,4137
2001,"grp10","ES",557.02,1,0.5,26683.99,80
2002,"grp20","SP",3242.89,1,1.01,91667.05,80
2011,"grp24","MG",509.45,1,0.33,43130,1839
2002,"grp20","SP",3523.22,1,1.16,68976.9,158
2006,"grp13","SP",1145.18,1,0.86,21057.77,1
2008,"grp40","SP",562.05,1,0.5,21663.99,12615
2008,"grp40","SP",1599.08,1,1.55,34026.58,73
1995,"grp40","SP",1666.24,1,2.35,11323.86,103
2001,"grp9","RS",6878.93,1,5.4,20098.28,444
2011,"grp28","PE",20937.46,1,19.62,28617.85,6210
2010,"grp13","SP",5075.06,1,4.94,32170.93,2293
2008,"grp2","AL",2783.22,1,2.44,28225.97,2085
2006,"grp31","RN",3498.05,1,6.09,17724.57,3882
2009,"grp22","SC",1313.52,1,1.52,48895.51,3675
2007,"grp40","SP",15365.81,1,19.47,25269.42,434
2010,"grp28","PE",17213.33,1,7.53,80923.77,10469
2009,"grp19","PR",37265.85,1,32.21,27280.96,41064
2007,"grp22","SC",3403.63,1,4.72,25430.05,671
2007,"grp7","DF",21730.47,1,27.07,35368.23,8562
2006,"grp12","GO",3756.8,1,5.06,21652,118
2007,"grp29","PI",2114.39,1,0.5,76494.95,3583
2010,"grp40","SP",10593.26,1,11.02,22404.86,557
2010,"grp6","SC",7861.77,1,6.32,25389.69,18263
1994,"grp40","SP",273.15,1,0.5,7257.1,67
2008,"grp26","PA",3421.48,1,2.56,45153.28,12521
2008,"grp18","MS",2180.59,1,1.92,22747.74,3125
2009,"grp6","SC",6219.77,1,5.28,31247.86,5931
2004,"grp24","MG",3166.72,1,1.51,34296.2,67
2005,"grp13","SP",2461.34,1,1.46,37565.29,13988
2010,"grp23","RS",35665.08,1,48.55,31262.05,12897
2001,"grp38","MG",1110.5,1,0.67,24775.08,216
2010,"grp21","RJ",34458.53,1,19.64,32099.08,4589
2003,"grp24","MG",2511.26,1,3.04,17251.37,825
2008,"grp18","MS",7619.55,1,2.63,87452.89,658
2011,"grp40","SP",28604.38,1,29.75,34466.66,6366
2000,"grp13","SP",40295.85,1,49.74,14567.06,17718
2010,"grp20","SP",34107.35,1,12.81,93962.19,36
2011,"grp20","SP",471.98,0,0.69,28235.15,10864
2007,"grp40","SP",11977.05,1,16.25,34138.63,858
2010,"grp37","TO",4607.53,1,5.67,28530.14,2420
2010,"grp20","SP",79411.91,1,20,102031.98,4816
2001,"grp13","SP",5979.74,1,11.27,11879.53,36
2001,"grp13","SP",283.78,1,0.2,12655.99,12389
2008,"grp31","RN",5530.59,1,7.36,23885.07,72
2010,"grp9","RS",10766.44,1,17.46,32092.11,35460
2005,"grp40","SP",370.62,1,0.43,27454.2,147
2011,"grp19","PR",1911.59,1,2.5,33787.5,1285
2007,"grp23","RS",12633.64,1,14.34,36976.03,201
2005,"grp20","SP",2304.56,1,0.5,50616.73,36
2010,"grp24","MG",412.15,1,0.41,43442,563
2007,"grp23","RS",41786.25,1,45.68,27612.15,18768
2004,"grp31","RN",3902.25,1,3.14,31977.68,522
2009,"grp20","SP",18042.69,1,15.22,48789.84,592
2009,"grp23","RS",20625.28,1,14.66,66992.61,5712
2006,"grp10","ES",3651.73,1,4.44,26940.72,67
2011,"grp30","SP",26966.9,1,16.35,47612.69,2048
2011,"grp20","SP",1324.28,1,0.97,33637.28,2107
2010,"grp18","MS",110.29,0,0.1,26966.99,2907
2011,"grp35","GO",3738.05,1,2.81,29817.39,551
2009,"grp29","PI",9990.38,1,15.83,21855.33,4020
2010,"grp15","SP",3263.91,1,2.53,64428.06,60
1999,"grp7","DF",2907.25,1,4.51,14051.62,5506
1992,"grp20","SP",513.56,1,0.64,6938.44,182
2010,"grp38","MG",998.09,1,1.38,24993.99,1
2005,"grp24","MG",57048.22,1,76.72,22744.12,33832
2010,"grp34","SE",1862.92,1,2.39,26941.81,2186
2006,"grp34","SE",297,1,0.5,26316.25,443
2010,"grp21","RJ",130160.25,1,105,30041.26,42709
2011,"grp16","MA",2385.36,1,2.06,40302.26,26173
2005,"grp22","SC",9370.46,1,6.06,29288.35,2291
2009,"grp21","RJ",188140.68,1,169.42,26805.22,20762
2006,"grp38","MG",7279.07,1,8.12,28050.35,4185
2008,"grp30","SP",12433.9,1,3.37,100468.82,48675
2010,"grp35","GO",1218.77,1,2.01,31640.99,281
2008,"grp24","MG",5481.82,1,4.5,66140.59,80
2004,"grp20","SP",3926.21,1,2.39,31144.22,36
2005,"grp28","PE",1846.18,1,1.99,15236.14,261
2007,"grp20","SP",111934.9,1,141.52,18542.48,42962
2009,"grp20","SP",1678.69,1,0.64,70000.37,70055
2005,"grp20","SP",5242.59,1,3.51,32181.52,15229
2005,"grp23","RS",673.59,0,0.47,16902.55,18884
2009,"grp26","PA",850.12,1,1,26000.49,6043
2006,"grp20","SP",4875.11,1,4.68,21071.93,304
2008,"grp22","SC",5382.79,1,6.72,24510.55,5735
2009,"grp12","GO",6778.53,1,6.29,23486.72,110
2003,"grp9","RS",2354.55,1,4.24,20723.05,824
2007,"grp9","RS",9079.35,1,5.07,65840.23,658
2010,"grp28","PE",7434.97,1,8.8,36233.19,11779
2010,"grp5","BA",59431.51,1,48.19,28825.91,5598
2010,"grp12","GO",1487.93,1,1.56,30708.83,7508
2009,"grp9","PR",11820.67,1,24.06,21217.96,12341
2009,"grp17","MT",24.39,0,0.21,39742.99,8058
2008,"grp20","SP",4001.6,1,3.77,30860.69,11907
2010,"grp26","PA",6082.81,1,4.26,55434.58,1002
2005,"grp24","MG",27833.76,1,38.24,18095.21,7613
2008,"grp5","BA",5459.99,1,5.45,36837.78,194
2005,"grp21","RJ",3285.35,1,3.35,22689.5,194
2010,"grp21","RJ",60887.91,1,23.74,85440.6,3962
2007,"grp21","RJ",4739.75,1,1.97,28878.95,1
2007,"grp6","SC",4013.76,1,4.33,37761.9,1490
2011,"grp23","RS",4258.79,1,2.89,37621.96,1544
2008,"grp30","SP",10205.07,1,5.05,83340.9,92
1996,"grp23","RS",1557.52,1,3.1,6412.65,1
2009,"grp40","SP",18050.53,1,16.93,32411.52,4872
2009,"grp18","MS",3375.43,1,4.63,24652.47,2184
2011,"grp26","PA",942.61,1,0.2,61151,531
2007,"grp20","SP",73869.23,1,74.72,19146.07,63054
2002,"grp20","SP",255.66,1,0.1,33270,67
2009,"grp39","MG",480.1,1,0.5,37238.99,537
2004,"grp24","MG",11653.64,1,20.5,15969.54,5309
2005,"grp27","PB",3625.69,1,5.53,18393.47,1510
2006,"grp30","SP",4716.81,1,8.85,16874.53,2851
2000,"grp21","RJ",1039.89,1,1.31,12933.16,2286
2010,"grp11","PR",2081.32,1,2.28,34271.48,2980
2005,"grp20","SP",17173.96,1,14.82,17929.32,3774
2010,"grp22","SC",3026.34,1,4.03,40592.32,1
1995,"grp11","PR",385.09,1,1,6405,3306
2007,"grp21","RJ",187794.4,1,156.31,23698.78,80330
2004,"grp40","SP",768.52,1,0.32,46397,400
2007,"grp40","SP",4971.43,1,5.53,29577.27,754
2001,"grp7","DF",1080.28,1,1.5,15687.89,5238
1997,"grp24","MG",5561.38,1,5.66,12777.41,470
2011,"grp12","GO",1936.73,1,1.66,36467.31,34899
2008,"grp7","DF",5105.94,1,7.55,30205.22,467
2009,"grp20","SP",12279.45,1,12.08,29219.53,86
2008,"grp20","SP",4516.83,1,3.36,29136.74,489
2011,"grp24","MG",5698.56,1,3.45,60801.39,1940
2008,"grp21","RJ",39802.25,1,30.83,41261.97,201
2007,"grp5","BA",11619.98,1,7.1,42225.5,5859
2010,"grp11","PR",937.59,0,1,38594.99,2410
2009,"grp24","MG",11887.31,1,11.48,48398.82,1457
2002,"grp20","SP",6726.01,1,5.85,16554.49,675
2009,"grp21","RJ",66158.63,1,40.67,33935.07,104747
2011,"grp20","SP",7391.87,1,4.24,33903.25,6037
2009,"grp9","PR",6180.81,1,7.78,30766.75,3370
2010,"grp12","GO",7285.94,1,6.18,59225.5,36
2009,"grp40","SP",20285.44,1,28.39,24523.7,7460
2010,"grp39","MG",1367.43,1,0.5,50701,2088
2008,"grp18","MS",2008.36,1,2.06,39497.15,9409
1999,"grp40","SP",14851.83,1,18.05,15070.61,2291
2009,"grp20","SP",3508.78,1,0.59,258086,58
2008,"grp14","RJ",29906.2,1,36.25,29002.45,4655
2011,"grp32","RO",1436.72,1,0.69,30750.22,8398
2010,"grp12","GO",2590.67,1,1.55,30048.98,658
2010,"grp9","RS",13535.61,1,20.96,31884.39,1298
2007,"grp24","MG",28999.9,1,43.67,28853.63,90
2009,"grp24","MG",854.43,1,0.47,88368,1600
2010,"grp19","PR",8050.95,1,7.27,44497.97,25522
2010,"grp21","RJ",9764.82,1,4.66,57545,3689
2009,"grp6","SC",353.42,1,0.5,24697,8234
1996,"grp20","SP",448.93,1,0.5,10905,11785
1995,"grp23","RS",7486.39,1,15.59,9073.89,128
2010,"grp24","MG",12253.31,1,15.14,31513.16,1559
2008,"grp6","SC",15771.1,1,14.55,39613.56,2829
2009,"grp23","RS",2293.33,0,1.83,25987.22,29745
1999,"grp20","SP",291.6,1,0.2,30569.99,36
2001,"grp2","AL",1475.69,1,2.32,9872.5,3104
2004,"grp9","PR",19125.34,1,31.22,27416.22,12010
2008,"grp34","SE",747.38,1,1.26,38353.28,651
2005,"grp10","ES",1193.2,1,1.1,18663.8,319
2008,"grp23","RS",294.43,0,0.27,30598.82,1130
2010,"grp40","SP",4701.72,1,5.09,31590.61,221
2000,"grp38","MG",1063.24,1,1.9,16604.54,213
2009,"grp30","SP",54674.46,1,85.64,28553.66,5189
2011,"grp17","MT",6392.98,1,8.09,29389.34,4060
2005,"grp29","PI",344.13,1,0.33,25091,228
2007,"grp30","SP",24065.34,1,31,20327.51,4600
2011,"grp8","CE",1042.86,1,1.14,32516.37,1549
2011,"grp20","SP",15725.36,1,5.51,64763.97,1965
2011,"grp5","BA",11497.55,1,12.96,34028.65,8500
2011,"grp13","SP",36286.32,1,40.74,29282.11,20239
2006,"grp20","SP",4425.79,1,1.85,41221.8,5811
1991,"grp6","SC",269.59,1,0.45,6616.99,149
2005,"grp18","MS",1512.46,1,1.4,31469.1,2190
2010,"grp17","MT",3122.35,0,0.38,169494,15642
2011,"grp32","RO",735.49,1,0.5,37125,1842
2007,"grp21","RJ",20684.44,1,16.68,19234.25,258
2010,"grp35","GO",493.68,1,0.5,27090.99,12187
2011,"grp24","MG",1253.9,1,0.66,65502.28,2599
2007,"grp28","PE",597.51,1,0.27,36457,447
1999,"grp5","BA",1005.77,1,1.48,6474.45,1877
2001,"grp23","RS",16294.16,1,22.48,17211.48,10344
2010,"grp22","SC",4755.07,1,3.69,50907.98,6975
2009,"grp20","SP",27859.91,1,20.55,29106.96,3861
1999,"grp23","RS",1676.33,1,1.99,14461.68,60
2000,"grp13","SP",500.21,1,0.5,12985,4205
2010,"grp21","RJ",693.71,1,2.5,2695.78,244
1999,"grp36","MG",539.57,1,0.84,10624.56,79
2006,"grp8","CE",21768.26,1,22.89,33426.33,5213
2010,"grp14","RJ",397.66,1,0.5,30478.99,732
1995,"grp19","PR",1349.71,1,2.69,8526.24,8402
2003,"grp13","SP",8203.92,1,13.29,20001.18,1424
2003,"grp19","PR",22322.82,1,21.94,23720.25,27809
1999,"grp30","SP",14540.07,1,22.16,17447.47,43114
2006,"grp22","SC",1238.25,1,1.51,33514.87,9520
2011,"grp21","RJ",1742.49,1,0.75,46074.26,79
2011,"grp20","SP",1318.36,1,1.23,43058.54,67
2006,"grp30","SP",2659.29,1,2.75,27484.92,412
1996,"grp7","DF",954.73,1,1.62,10409.84,585
2010,"grp23","RS",8689.63,1,9.98,24725.01,9881
2009,"grp8","CE",12402.61,1,13.73,31666.69,1501
2007,"grp17","MT",1417.59,1,2.58,18786.73,2536
2011,"grp39","MG",6155.28,1,4.92,49868.04,577
2004,"grp9","RS",9332.1,1,11.07,30653.7,5474
2005,"grp9","PR",9387.44,1,12.63,19416.31,8332
2002,"grp30","SP",18340.75,1,37.53,13031.74,10507
2001,"grp12","GO",8273.43,1,13.53,15636.46,103
2008,"grp30","SP",7374.57,1,14.49,5444.98,134
2002,"grp20","SP",213477.94,1,287.67,14702.06,105368
2008,"grp38","MG",3733.88,1,5.55,43477.06,1399
2010,"grp40","SP",4102.64,1,1.61,78553.9,80
2005,"grp19","PR",7265.73,1,10.32,24411.57,2180
2008,"grp30","SP",35412.49,1,26.84,50308.37,335
2005,"grp5","BA",14023.99,1,14.26,18195.66,29299
2010,"grp23","RS",13815.65,1,17.01,24324.24,3838
2011,"grp19","PR",4391.87,1,5.32,24451.05,1
2004,"grp40","SP",8181.79,1,11.73,20637.4,1
2008,"grp24","MG",26086.48,1,23.32,24627.93,8734
2009,"grp30","SP",149129.66,1,270.55,31111.21,28821
2009,"grp30","SP",3872.94,1,3.24,47981.93,3725
2009,"grp13","SP",3419.72,1,3.11,34634.68,429
2010,"grp19","PR",1994.07,1,8.82,3446.95,103
2009,"grp20","SP",3992.27,1,2.63,70683.12,20510
2008,"grp24","MG",69.12,1,0.12,24926,34838
2009,"grp39","MG",2068.71,1,3.77,27449.74,919
2001,"grp21","RJ",45336.92,1,49.91,17832.34,3783
2007,"grp40","SP",5832.26,1,4.85,21328.9,353
2008,"grp18","MS",4460.85,1,1.74,82866.59,10948
2010,"grp23","RS",1364.81,1,0.5,48121.99,6352
2009,"grp30","SP",1977.42,1,2.85,27417.98,5461
2007,"grp13","SP",8572.59,1,8.98,34051.69,886
2010,"grp21","RJ",3753.09,1,3.35,24119.94,67
2009,"grp38","MG",23207.42,1,36.69,27860.17,14238
1996,"grp30","SP",69213.56,1,168.72,9729.65,20331
2010,"grp19","PR",54359.04,1,76.73,26800.15,11961
2010,"grp25","SC",8760.85,1,4.04,90002.47,618
2005,"grp14","RJ",3237.73,1,2.48,33370.12,3634
2008,"grp7","DF",1294.61,1,1.37,27390.02,443
2010,"grp30","SP",25018.16,1,13.72,47439.5,11070
2000,"grp20","SP",1864.18,1,1.97,13491.82,1274
2006,"grp38","MG",145.17,1,0.16,28774.99,364
2009,"grp7","DF",593.37,1,0.5,50508.38,67
2011,"grp16","MA",2540.09,1,0.61,31662.97,1
2008,"grp30","SP",2583.02,1,1.51,86557.1,12425
2008,"grp13","SP",5870.82,1,5.3,37321.51,242
2007,"grp36","MG",8763.88,1,15.1,21440.84,5561
2010,"grp24","MG",5409.45,1,3.61,48874.3,447
2009,"grp7","DF",109596.47,1,119.93,27999.36,72717
2001,"grp20","SP",5628.04,1,2.35,35383.33,32538
2001,"grp13","SP",4382.37,1,4.91,21598.59,417
2007,"grp8","CE",938.05,1,0.5,43148.97,50
2001,"grp21","RJ",7618.89,1,5.7,16572.27,67
2007,"grp22","SC",3490.21,1,5.74,37069.42,1631
2009,"grp13","SP",2125.55,1,0.5,109969,36
2008,"grp2","AL",3115.06,1,4.59,29881.08,3589
2007,"grp17","MT",4666.89,1,4.43,26286.18,456
2005,"grp9","PR",27959.26,1,45.5,24457.53,304
2009,"grp36","MG",13216.87,1,23.43,26284.8,1365
2002,"grp34","SE",13232.29,1,25.05,13954.39,5610
2009,"grp8","CE",3850.65,1,2.52,38245.3,1973
2007,"grp19","PR",10801.5,1,10.95,29647.32,50
2009,"grp31","RN",522.76,1,0.52,32598.98,36
2008,"grp30","SP",330.87,1,0.4,20649.99,3158
2007,"grp12","GO",14678.69,1,18.45,26020.82,167
2010,"grp20","SP",2000864.38,1,1520.55,46150.84,899665
2011,"grp6","SC",2620.07,1,4.08,24900.46,1424
2000,"grp7","DF",1411.38,1,1.7,17598.9,568
2008,"grp22","SC",1078.09,1,0.33,60522,72
2008,"grp20","SP",348596.18,1,381.07,37111.19,198835
2007,"grp12","GO",2140.72,1,1.63,25819.21,1268
2005,"grp40","SP",1069.17,1,2.17,21550.83,67
2003,"grp40","SP",918.07,1,1.26,21496.7,2132
2005,"grp14","RJ",9834.08,1,9.27,27257.13,19670
2009,"grp14","RJ",16850.87,1,16.98,47365.68,1660
2003,"grp25","SC",624.89,1,0.5,33058.99,72
2010,"grp20","SP",66378.92,1,33.26,47366.81,92929
2009,"grp12","GO",847.3,1,0.68,30940.21,7917
2007,"grp6","SC",6294.92,1,11.76,23681.75,9107
2007,"grp9","RS",30729.98,1,14.99,21082.9,4600
2009,"grp30","SP",5821.16,1,5.85,21784.68,23720
2009,"grp27","PB",6696.77,1,5.72,53596.13,1088
2010,"grp40","SP",14593.01,1,25.86,27173.17,3036
2007,"grp20","SP",30392.02,1,27.7,27434.9,2844
2006,"grp10","ES",6970.84,1,13.28,19001.92,1604
1997,"grp30","SP",7612.3,1,9.36,19131.56,8471
2010,"grp10","ES",22854.98,1,25.14,29481.63,3538
2001,"grp40","SP",3882.43,1,4.96,19448.96,139
2010,"grp19","PR",2846.26,1,0.63,146511.92,1
2008,"grp19","PR",6137.75,1,5.93,32611.79,3566
2004,"grp38","MG",1430.73,1,2.39,21498.31,15657
2007,"grp20","SP",117333.54,1,131.73,33910.12,56714
2009,"grp12","GO",4605.39,1,5.43,30261.13,1
2010,"grp16","MA",10623.46,1,9.44,32568.36,1
